,179fece00002a,179fece00003a,179fece00004a,179fece00005a,179fece00006a,179fece00012a,179fece000132a,179fece00013a,179fece00014a,179fece00015a,179fece00016a,179fece00022a,179fece000232a,179fece00023a,179fece00024a,179fece00025a,179fece00026a,179fece00032a_1,179fece00032a_2,179fece000332a,179fece00033a,179fece00034a,179fece00035a,179fece00036a,179fece00042a,179fece000432a,179fece00043a,179fece00044a,179fece00045a,179fece00046a,179fece00052a,179fece000532a,179fece00053a,179fece00054a,179fece00055a,179fece00056a,179fece00062a,179fece000632a,179fece00063a,179fece00064a,179fece00065a,179fece00066a,179supA00011a,179supA00012a,179supA00013a,179supA00014a,179supA00015a,179supA00016a,179supA00021a,179supA00022a,179supA00023a,179supA00024a,179supA00025a,179supA00026a,179supA00031a,179supA00032a,179supA00033a,179supA00034a,179supA00035a,179supA00036a,179supA00041a,179supA00042a,179supA00043a,179supA00044a,179supA00045a,179supA00046a,179supA00051a,179supA00052a,179supA00053a,179supA00054a,179supA00055a,179supA00056a,179supA00061a,179supA00062a,179supA00063a,179supA00064a,179supA00065a,179supA00066a,179supB00007a,179supB00008a,179supB00009a,179supB00010a,179supB00011a,179supB00012a,179supB00017a,179supB00018a,179supB00019a,179supB00027a,179supB00028a,179supB00029a,179supB00037a,179supB00038a,179supB00039a,179supB00047a,179supB00048a,179supB00049a,179supB00057a,179supB00058a,179supB00059a,179supB00067a,179supB00068a,179supB00069a,179supB00110a,179supB00111a,179supB00112a,179supB00210a,179supB00211a,179supB00212a,179supB00310a,179supB00311a,179supB00312a,179supB00410a,179supB00411a,179supB00510a,179supB00511a,179supB00512a,179supB00610a,179supB00611a,179supB00612a,179supD00019a,179supD00020a,179supD00021a,179supD00022a,179supD00119a,179supD00120a,179supD00121a,179supD00122a,179supD00219a,179supD00220a,179supD00221a,179supD00222a,179supD00319a,179supD00320a,179supD00321a,179supD00322a,179supD00419a,179supD00420a,179supD00421a,179supD00422a,179supD00519a,179supD00520a,179supD00521a,179supD00522a,179supD00619a,179supD00620a,179supD00621a,179supD00622a,FF02556036,FF02556045,FF02556056,FF02556063,FF02556074,FF02556082
179fece000332a,78.88614210850116,92.12626689524019,79.1570171906485,85.96298485353311,80.6787220713106,64.2001211165654,51.86477551088797,52.77083714085339,70.35033585456851,47.368291514307614,59.814572335496706,51.387668761837496,41.26525098436614,13.665926428745228,47.42189778223085,48.24793700090787,54.62884956214425,98.00430903308238,49.12191354224912,0.0,5.839858776393902,43.87539205101574,33.74991956466461,56.5153201558691,7.668745235250439,37.87402007310087,11.407839571717073,39.74723294479366,40.608439672423984,41.07259280624946,12.22567499485237,33.73964567218598,33.48200243202577,40.25629433419349,34.89335384848106,49.21449961570865,6.424296072905564,38.418810785854,38.87651988880388,44.227392044055705,53.75188174468973,46.5110316594934,36.12820620054803,26.764901750750514,36.966253827491975,28.465973298772504,27.67866120663022,45.02917487977486,26.05442693644133,30.484727315704657,28.302074038201773,33.728000235006434,29.108606104908894,33.62420417950267,26.853340598748144,30.394666599355883,26.838858339483256,29.640275838097505,24.84361577214828,39.08554758124555,26.868101123666964,24.662892156680872,26.978935672280727,31.360028914971362,38.04377853073809,30.050493476359577,22.61082505712175,26.57600751943206,28.417802704546652,32.23364807560964,28.14506586736563,28.577882016598803,23.25173947789255,24.298529520114865,30.55370403570813,30.76666814749832,30.34973348856559,28.45246434508839,75.98666599998643,61.86264482268917,58.03929620976166,99.43324378451685,76.16864859421482,91.40478762025099,60.175091106651436,45.03691418614515,50.57015195595327,43.687264893316765,34.759864894488494,26.16783355381666,33.529546766749334,24.808352614944766,19.49626321507686,32.81483253233406,21.910016525123122,19.73649993543922,40.593083412304765,19.485076272514227,17.306793123349312,33.43510480766612,20.32499562306403,19.62706511822946,43.00709420822502,55.800849709746814,43.523002711453394,37.785247715451504,50.253495382087614,25.18192077391037,46.81442967648223,48.21941134889262,21.97447475660034,46.95250417339036,50.42442309253503,32.21301281040177,38.423840728056376,18.052070788791053,18.093432971840837,34.15499594394425,21.300661345680307,59.831803560791755,68.12916931346211,53.1833160339973,63.87063983355376,32.69525274955343,53.18476926813649,32.014887380999625,29.443627639689687,23.322543293142445,22.811717825479604,29.8002751857692,32.50422719357707,27.088820631941704,24.647847170287626,25.001408791657887,30.436710956439427,22.930082183683716,27.37133461636434,23.178716487709366,31.279918829690278,19.903902524795676,22.50046347646547,28.710315306146303,31.184028098094885,24.11454180249399,18.13899478264206,29.165970690563828,28.60918388095416,66.34743227771907,51.959412411086916,56.6201345735558,69.38252343490326,42.926471716761675,58.108988274206546
179fece00033a,80.24210729320559,92.6268913507369,80.6026827564691,87.07830331045078,81.66440317285267,65.95986807234452,51.67058693673016,52.67183493930521,71.6685204603627,48.76968763508562,60.8227727114424,51.77966357086077,41.91067534191727,12.574614533706205,49.09347639218278,50.073517313569184,55.91386143395033,98.84369916513718,51.2663273213037,5.839858776393902,0.0,46.43475066942697,36.838841676393706,57.83866113518674,4.593064443619963,40.702626379861655,11.834036239888459,42.30572089581744,43.3197422110706,43.06704617620748,10.854231964540507,36.7570200536036,35.55222978038427,43.01388931770605,38.04461797974934,51.12166808167352,6.348928630617993,41.14763462401732,40.918472039345296,46.68538551367122,56.14438656677781,48.491047997112034,37.92298408123227,28.524228001208506,37.64118003420677,31.14684024852969,30.162463460043472,46.985893689511244,28.632988231014107,32.473024387303006,30.741080557291436,35.98270018455612,31.56117086528998,36.76573945284923,29.255084324554826,32.62591669404732,29.13450949593078,32.11221602109444,27.78326339356727,42.1129151849683,29.25624258685795,27.644630846530237,29.070544381810947,33.62919810721775,40.00059481244291,33.49100359649352,25.432544898176868,29.277115932201646,30.651765230978913,34.5324991948221,30.929878528025597,32.169808184144806,26.199021985846013,27.426995095521857,32.74926746122244,33.14847234497725,32.961433115300764,32.05128026849071,76.71375633564809,63.64193017622857,59.95682364257616,100.56595515421323,77.69686319465052,92.61443610146223,61.28574250872336,46.75167392535352,52.69704242835614,45.61545461828713,36.34695639725447,29.213057593616526,36.38046449256884,26.91244042642044,22.765544999873047,35.77021017634245,24.662560506264448,23.528682631845097,43.12202930828196,23.246523053600903,20.52243357084931,36.395587940746246,23.89057182698347,23.324042966102212,45.24471771795904,57.22941737789066,45.55793658412589,40.16011611565918,52.21681376875458,27.653572911631514,48.84635928226311,50.210327856896825,24.53349573138536,49.07690118175559,52.381035598938965,35.031730167268414,40.86402471532981,21.726079790772296,21.025653464932102,36.64380052597154,23.847603371560073,61.6977855337206,69.60998805569383,54.8034257177013,64.6237311662368,35.60668436867627,54.48503453113381,33.69136597413142,31.233085902594432,27.387752909982837,25.5020943000828,31.704468243778983,34.045785118338145,30.919573951932065,26.86859583693821,28.04962219051538,32.43908567980846,26.892442512091105,29.32759100413576,26.38029148761217,33.33272664337352,24.132187387442233,24.892189647798464,31.266204795526104,33.34276209992373,28.060545938665268,21.87316366348856,31.68010860390582,31.057828588008434,67.93088664261464,53.618479925359324,57.935140221739005,70.97799208563308,44.97840776773409,59.62946981130963
179fece00034a,81.79265182040841,93.81106270064113,81.96390139547103,90.84288636958402,85.19054960509732,60.936076755303944,59.43922496255134,59.25243839609318,62.43562292587928,54.30896081981242,61.64921710145125,51.27643512922565,43.95344559338424,45.27673364577003,26.447660172069373,46.21232441186389,52.8431303372064,97.9831999390297,43.31611153027752,43.87539205101574,46.43475066942697,0.0,36.29345500938175,50.767627466880754,47.09806947429695,36.8570964723831,39.910067320923446,12.370877663106747,33.60655602416922,42.69768654439743,44.79152277588566,34.72535573553862,28.113813053687068,16.28508799603408,33.35865748029258,47.542400340052396,45.04401667003904,33.43243836058703,27.369751218235514,18.769304368239602,41.72701029277462,45.704547327047464,44.094689912905885,42.3448634052028,42.414839362178306,42.59597046618802,40.47532612843918,47.132605063235665,39.945657917171715,42.114631693367095,37.69041492746292,44.251811733441244,39.89206125677977,34.85556544785336,38.46379127037371,42.00150554792204,36.26833478117118,41.16429928091734,38.36026297865788,32.84301421136353,40.954970991450644,40.52898322651928,35.23888745717897,40.58434360836799,42.16218533441145,32.292489077226065,39.873558497154804,41.09738422400173,35.02867859523424,41.87285628136121,39.274624762330504,31.154595223449107,39.7776203190717,40.69467331820711,35.56571623573039,41.14867446698748,40.42300886887709,31.831708455867773,83.03470158165968,63.012900405398916,61.74634627309723,101.67254022807806,79.57645170467902,95.68015849554584,58.593406209092485,45.86551548765601,44.981524884645005,40.435576521723746,36.91030830887042,36.34371849962068,34.715566981175485,36.68918808380015,40.53473957194788,34.31901291626423,38.13348998435504,43.63405204038052,36.416095898087654,40.37215100450669,43.78456822899771,34.416810040431464,39.01651000549935,43.75078380341282,40.699827367661214,51.36817261602025,45.63409591430379,35.3973225502648,42.97335908426259,41.77307125308936,39.42453448027276,38.974406627767785,44.82836669861509,38.32234092656127,38.88618943516896,32.697611804812794,33.94869908259935,42.77489254778926,44.30657787308824,33.73755803457443,44.501706906316365,63.47648715265344,71.68069936745746,55.77600965010631,67.4244506468166,46.68730515380099,50.18508321394666,41.622783711684264,41.88076951139024,42.045713609251194,40.570737424825886,42.963929798493666,43.706204317810105,40.39267625703246,41.951235372609815,38.98343811934838,40.6441173608078,40.03150315995922,44.89827156955399,38.86733124228063,39.77811298736382,41.27876616971201,44.61445696339633,38.84684499733641,39.84542637534459,39.96507661326424,42.712597832032124,39.22962913533126,39.19654301058917,59.141871666201546,49.446436569274304,51.10545860163295,64.0877566704736,47.66770792654163,56.68509325056612
179fece00035a,74.8436672951138,89.06854871337941,76.73673525374016,80.10976995353627,79.08110233937327,55.50507906197953,52.7540049328929,51.736837843899444,63.60921977078635,38.10090284482336,54.73535240903793,48.07769445397756,39.494515300829974,34.921452909227284,43.24814446865188,23.967944012576,45.74190446020857,94.00016260275596,39.62398067682832,33.74991956466461,36.838841676393706,36.29345500938175,0.0,45.99233079531556,38.34039852371164,29.824739054424022,34.323086799777464,34.4811793110226,15.975048161671722,31.483672517724546,36.94909989243182,27.0506024801521,34.86737706914722,33.78598104067824,15.055389130489546,37.08918423239371,35.69896023626471,27.6008879774946,37.35272555966437,37.65847263896974,29.584677660921834,34.8754709415681,34.63006929523735,31.676799380109802,38.43047736141453,30.938030462429875,31.164265246764934,38.98533578983243,27.931389883459744,33.9135963258929,29.867727082338675,33.85241998831124,31.86886209110324,26.849513901161675,27.080936088472555,32.44447343798635,30.31015008946396,29.875078414174414,29.360349535113414,28.565854602763302,28.18478562511834,28.687469442331103,31.166048804522955,30.69847448925907,36.945022520776185,24.573339784324567,26.438443007392,29.766123544322394,29.88879347095136,31.484138557857577,30.381296211513344,23.331919566913424,26.254717843039153,28.397504326282075,31.034229042984087,30.322733324717348,31.064746956750657,23.291849022742277,75.44673644224251,56.23988979009529,50.963443329672806,95.47117050888446,71.92533182099339,89.7916999352,53.34187393804743,38.899368692991764,35.34444637927062,35.27426300322709,34.12440918297183,25.34628397507951,27.412988945757412,30.160966067596057,30.708132961099423,27.98764063271168,29.31220985777542,31.32549070846021,33.48614956880655,29.10864863613899,32.96922230305726,29.755670869454363,28.511057183984768,31.631149166383334,32.19105754950936,46.952145862828125,36.045885868990716,27.920264894161388,37.00759892013093,31.367651190028123,33.55517867357733,34.8529965055397,35.793126614817695,33.6553954312512,37.35294306539353,24.473205180856002,27.916143691129594,31.675922196607605,33.72939036309783,26.944199756702787,35.907426650638165,54.64987538094457,62.13315264027187,50.358359055243056,61.72787083186889,34.93833170965678,44.0841084319249,34.01490554186148,31.646027980404,29.864748898180043,31.332261160941457,34.65643131324646,33.82368928070412,29.60842861677558,34.52570003920136,29.396865417487565,33.641634492197255,28.360412841965097,38.64342549697445,27.645853975863318,34.379803782068315,28.90339038385153,36.50013639191496,29.762716728809714,34.253194391901836,28.84312598570093,31.504113441415228,29.592399991892318,32.127606232152836,55.48384805384535,40.79248956872025,50.23249238156866,58.692309834787935,38.91602700422069,49.39940623220312
179fece00036a,83.99485961407666,96.52505674791135,87.09775153070157,90.06151086006498,84.64661889819419,60.98763069174442,65.22830974069137,61.07314368770866,70.19702159412527,57.6216037480111,50.66022887718303,50.63714125472001,46.680926507674805,54.89366150719878,51.232743256582616,47.86442499371205,25.70923995122614,101.13886740506084,45.90229949907909,56.5153201558691,57.83866113518674,50.767627466880754,45.99233079531556,0.0,58.234023076472184,46.109833258365654,54.155142656041114,49.804424626025366,46.769485504034584,26.171763140940577,57.10501133789856,45.84547574933959,51.18564246802085,48.861388273355175,47.195329866529306,28.0180629156576,57.311005071461054,43.55689911909647,51.59994692766668,50.174531048662956,49.96754097868073,29.97709137586712,50.580022180399894,51.503412633921826,48.08223971384091,51.31146745251289,49.90871811612246,52.13210556879469,49.5338529426917,49.69382409867815,50.849608647187566,51.52424310577241,51.321324969279566,49.97806509874513,49.344468623869766,50.017848103121,50.52835717714198,50.2557708984775,52.11737405726899,49.90781989325155,49.66984817671586,51.45899599618123,51.01392140577423,49.66114738814349,52.77121735085851,51.72859736165171,49.82731770226223,50.36150926290278,50.344647912443776,50.33839232398559,52.35128336587648,51.112045135323804,50.471695482655434,51.76445962131113,49.92251939587257,50.531380355049414,51.72097144633819,51.05079006407956,87.3288920454118,70.15441501540461,64.59823552912613,103.75722917309076,83.49385568481158,101.39909036599563,59.20899424231027,53.314568980254435,49.09117405221939,44.14325601732297,47.5032929998348,50.04526444154687,45.1773994499965,51.163144736153086,55.10135308512228,45.748507882284116,53.5567553379142,58.091862076034644,45.580694957222285,55.62309998926262,57.706317254150605,46.43078830355947,54.602747858745644,58.125357073919986,48.796398806869504,55.27469686571792,55.38402878969577,46.21647640619899,49.2631786990865,54.92271551549494,47.94652869898253,49.407333052659865,58.51171089396794,49.38695115334828,49.8226013670311,48.38935557891199,47.62198760158629,57.67685268160271,57.896528291653816,46.98097530162236,58.687088732740264,67.23609888428558,75.90937435312851,62.45492306112652,70.01213789104835,53.75105595041367,58.24337986510141,50.361311189560766,50.212071631440786,54.82664024782351,55.72379424319188,53.08720718128065,48.12965398877471,53.62947172351355,57.58394697670284,52.45471519439015,49.3290504813932,54.40812578200991,60.54584172399289,51.85069129922697,50.348735875538715,55.84901666352883,59.59545870656873,51.81072692606246,50.93100576490966,54.35069344632274,57.754298570509455,51.13264629322408,50.62360521810935,62.65381013194088,53.74320855834948,58.4457448578139,64.96112610342446,55.012316533067924,64.29590032975948
179fece00042a,80.86958427966523,93.32761563624423,81.60174131980483,87.83353877967255,82.61932369288674,66.44465891574316,52.616896417429665,53.60889105697219,72.35128412979886,50.107600327168846,61.46306696054782,52.28478394974443,42.6187910698502,14.267730591823584,49.815114734917316,51.11015196804811,56.36814714740967,99.5684813669259,51.794888934273196,7.668745235250439,4.593064443619963,47.09806947429695,38.34039852371164,58.234023076472184,0.0,41.88642110075948,12.423160978088633,42.91728897919936,44.458434002521784,43.977266833243256,9.943054163569496,38.037235033440226,36.15371643759176,44.00784229639782,39.21789448137376,52.07257079900126,6.840321153584889,42.26460115700425,41.12234359911265,47.26734957166571,56.767288228312054,49.46141032651374,38.69005821044257,30.004065004826874,38.66109915088035,32.614631850641686,31.332038798626208,47.905252522098145,29.779245089424695,33.28549805398572,32.286721629799764,37.07753876616521,32.55910308708913,38.3021375252046,30.18301650172118,33.5152488245378,30.021136544488552,33.34568927401382,29.209941986877556,43.33773947063614,30.201689022261405,29.142172273235317,29.850784669324234,34.66817219638349,40.73515312756443,35.09857036580558,26.634702244847904,30.540043073560025,31.667873639008832,35.572440695677294,32.2949187251238,33.7038508941522,27.50917332374969,29.161904894872954,33.60801349374796,34.17823005667686,34.221088944621854,33.63888574594144,77.90371771302593,64.67477632349043,61.248112406855874,101.22223035598194,78.70642580758114,93.56268690248615,62.48588543967683,47.88469250654075,53.853110346549734,46.69850640357067,37.51865901284628,30.400993109769612,37.98544281787602,28.382180044225798,23.73565179965963,37.36552923979547,26.013747095624726,25.92362405339483,44.2694936742888,25.457561732872005,21.8178878558094,37.70912315854062,25.850859927538785,25.6990850880456,46.50562007108575,58.077346005082184,47.072868324629546,41.50278289666076,53.10572200703808,29.078730198085648,49.86511170039548,50.98918861650786,25.443318784588254,49.98534169247557,53.09214189541789,36.4035703876318,41.88537026909035,23.716605143049424,22.14194218144989,37.55362857577476,24.667487622476074,62.80553918044065,70.89080023782121,56.18499655900022,65.44493689543683,37.094417969314094,55.47363684252395,35.19735822642558,32.16934605064715,29.24411027897153,27.29288108305052,33.13842008223223,35.08027271018422,32.58780928876778,27.917717938444333,29.742320986267423,33.38662932345841,28.788475132270317,29.95113099857734,28.14291241455775,34.01209500463214,26.405608248124327,25.636687887676477,32.47686358339765,34.143774905376205,29.81017338344546,23.874896173542073,32.83907646763954,32.130530705624466,68.80080090719545,54.837575111409265,58.32692489296959,71.7564890629194,46.15319908183806,60.72252135187018
179fece000432a,76.05364850268586,90.85238124116363,77.78853793611938,84.65784427066242,80.61734281931298,54.10260628547453,56.01475049206175,54.347455227122595,65.24006873509173,46.73418848048287,54.51951752995805,36.56981079541898,29.0105068833763,37.58581578526914,42.4674100916097,41.59932082797893,44.163956032028324,95.51437330583097,19.634188994763687,37.87402007310087,40.702626379861655,36.8570964723831,29.824739054424022,46.109833258365654,41.88642110075948,0.0,36.90071727534643,35.4063788816449,30.79753158840741,33.10212522135301,40.620583194917025,9.590237944194156,37.27430115398633,34.041362774641925,29.80232642465312,38.635449956687225,39.133686592317794,14.065204708151178,39.800489488823864,37.36717086560073,41.84735590088239,35.74387865046974,38.413474286087,35.13380865707857,38.79179814909042,36.266239708306784,34.5597984836454,41.87504197063925,32.85586111645231,35.482647561253984,33.09288418829875,39.916447661629824,34.838876165210564,30.074252597716175,33.85931858363868,34.523127932480705,32.303946926298515,35.848006338912256,33.02284324968139,31.230707122485608,34.811917646934766,31.649971606007377,32.10623200079104,35.44440436535866,39.45405623175714,28.5877083234943,33.053356627254075,32.503406331054386,30.954685392184782,36.94783716178188,33.66767609172551,28.199749811273534,32.804307395973645,31.23133016877339,31.542637664538194,35.767515896746644,34.23802507927779,27.808963362400377,78.54154780682022,57.61097961086599,55.26449860349294,98.25643430679322,75.00094896267456,91.98976080368804,54.04191972485327,44.02952985494254,42.91833268471989,33.47334368189235,35.88247906454515,33.01388169787198,25.86811480364563,31.320186853772714,35.692791138462056,25.43920161370734,31.616444689220312,35.19333205762688,28.039221835446163,32.272480813054784,37.23125815486414,24.82514980676297,31.2624334391699,35.39698527085899,36.14599716658682,49.83818589401206,42.204325953607125,31.49315392209652,39.18018133835488,37.1054185195207,38.1414837091359,37.68806914862452,39.820700854461634,38.91593713081647,39.86714996938647,29.506199253796076,33.45869220912092,35.66900733574176,38.02846525008134,31.339511277328846,39.226643303621834,56.67773501344197,66.40357277189881,50.682925679453604,63.62283820450113,36.34050240153533,49.2726773944508,33.45827221755435,36.568422468604744,31.788679187262986,35.466301645287196,33.009728266258584,37.45800244836114,30.611474261547816,38.272987365447555,29.88846756499795,36.988099621419366,29.652699985377435,42.447509856799996,29.001698396272946,36.471099793968655,31.537199789618047,40.59134541190001,29.787847957577384,36.362486368459436,29.374459027473417,35.67230053005117,29.364745064038466,34.51687865107512,57.36923544893648,44.19974324062447,50.51208078333552,63.305385075034735,41.96723996002288,53.85844294092024
179fece00043a,80.17401913206707,92.34371677973529,80.03939624031432,87.64245233694882,81.39529605168143,63.542452221015026,51.82191193112898,52.00375868932079,69.30190905643347,48.99139145741666,59.28741117087962,48.67757368281788,38.38259067205027,15.373271708196274,43.815329720957216,47.62430898747776,52.676901860053704,98.24009715006024,47.274837915440244,11.407839571717073,11.834036239888459,39.910067320923446,34.323086799777464,54.155142656041114,12.423160978088633,36.90071727534643,0.0,35.82341252167005,39.528286903823066,39.69473605096348,11.93159080479701,32.792981203595005,27.522673806852588,37.06303184397846,34.4549408172627,47.81637124782593,10.822476965602972,36.183326765371504,33.24144332585164,40.40078912318154,52.07121365385095,45.144752791252316,37.94111712803152,28.691045196949464,36.87513809052162,31.215368900092198,29.719101859687665,45.544106250473,28.549033338826042,32.458704960453794,29.695276979895368,35.6802537884198,30.227470822561962,33.56900031175791,28.79956337226141,32.03138379105532,27.43949119878937,31.677294607468525,26.837540097794108,38.34654892532961,29.246505372945613,26.908099893376498,27.62084596869483,32.627451780650226,38.3972763645346,29.90762909316104,25.606038127115717,28.487364064188533,29.352853008196774,34.01675288624035,29.812698113238326,28.647935570048453,26.213428565444534,26.762081179962628,31.100065691496788,32.496821091914086,31.690441087518646,28.59091344786058,76.58846376915552,62.24476320195793,59.086913669499175,100.0797656708021,77.09928780132195,92.14571612897065,58.80793443587187,44.44356228197898,49.63486355777936,40.99441489618931,34.38033598840765,27.71013598995682,31.539568122809445,27.29301327563859,23.029499503742265,31.02399170092992,25.78295943978853,24.776059366298135,37.80657557840705,24.406984512591777,22.38688411959902,31.41844087808529,25.026483485416627,24.553733932471054,42.67660806867673,54.84017452429556,44.085449851094666,36.19394114272612,48.98935527410087,28.147270081074023,44.4629589026987,46.331408223615924,26.188900217120278,44.642724486311735,48.044923425283,31.213118456238554,36.80591786850998,23.157950763573144,22.867277973902887,32.32538051742282,25.360052248836652,61.35773208893511,68.7799259398527,53.40925141679955,63.51617634074061,35.851117235136236,53.46948483444775,33.01777226454415,30.330059830350486,27.24830862848912,27.240105202691407,32.12445778852171,32.20331763517564,30.41595632295098,28.49313423165638,27.68871073822244,30.35064149576359,26.57110900436229,30.668232383184154,25.639208895025977,30.81832503748365,24.42664756301115,26.377701052293098,29.840557409065372,30.96030558138681,27.451138784418916,23.317659032472328,30.310314976672778,28.857991592945606,64.92760745030874,51.24561944624791,54.48249185483343,68.70422361784205,43.62333772669679,58.21819517384461
179fece00044a,81.6053444888573,93.22378390344241,81.25616893382166,89.63272614257754,83.9887592721581,61.03643329871778,58.47804941964178,58.236321770900965,63.35309293014626,52.76941796540444,60.950951128954124,50.892696728342116,43.04075347332461,41.588703475532974,29.881457267723214,45.205493263925085,51.89556969021484,97.5590023667721,43.27170748533647,39.74723294479366,42.30572089581744,12.370877663106747,34.4811793110226,49.804424626025366,42.91728897919936,35.4063788816449,35.82341252167005,0.0,32.63626845625014,40.777751425180846,40.87305948106748,32.78846634700717,23.52302485441167,9.75424262586461,30.96697460695337,45.94497988375066,40.8007331730946,31.417767377175707,22.50426980394794,12.182202916192972,41.23193515229429,44.19150960606566,41.946763540015056,39.868344311454905,40.846743193520645,39.375140136434275,37.557835956297275,46.25169252341642,36.929905037500106,39.43385886381157,35.72747359934659,40.760640710747346,36.878109232193765,33.35741536342049,35.588271786705626,38.48099033623677,33.87111934288052,37.52254712454009,35.09351604016948,31.998926655413424,37.7076261799146,36.229503992909976,33.19274987167448,37.25082462520132,40.092047889023334,29.483232195439395,36.289321241898755,36.94953854157012,33.09784986452881,38.3903478908735,36.016679595440905,28.27040274197,36.3224159157739,36.53393210589141,33.934030090021864,37.82876747470619,37.061368849932464,28.92783931569344,81.91552083873685,61.90933801034988,60.191545856987595,100.58624973670867,78.33171362523827,94.43269571589089,58.06076793228713,45.03495854814785,44.135413993467765,38.61498074384652,35.3604554972697,33.66166594177828,31.79734430116389,33.30507663942788,36.94044663766606,31.444535961165947,34.11346893365626,39.77773785106776,33.94106490625365,36.516971233766405,39.670940120718086,31.392776951729367,35.128761452930874,39.898057252407405,39.72283028072768,50.75001705150514,44.34152104094825,33.239370511056585,41.798221200397975,38.79220801255708,37.718207368455225,37.61547811117206,41.01799674294737,36.30123610183893,36.74527402448485,29.805537492191842,31.183622452447764,38.83280974649568,40.21844867009466,30.871557592402333,40.648096791574055,62.34727487689116,70.62031579798716,54.34124993601362,66.21835172772937,44.1320955732267,50.00398330422538,40.00509510253134,39.50052617777921,38.922525806488345,37.74462971131931,40.736590864366775,41.01562395023021,37.470600489931655,39.109584819978984,36.303678477362666,38.09783531785138,36.67127075918226,42.0538816358682,35.69982290896156,37.554497218955206,37.616217289273585,40.886134189101604,35.82944744806022,37.64687746234507,36.668373531476135,38.76799514327436,36.15004109407894,36.67591535705509,58.681883729677146,48.07665919737571,51.699368748438175,64.21989149076022,45.89400749419927,56.132510413454675
179fece00045a,77.67740151381604,90.20231330516005,80.18820030941927,82.7309222179022,82.64188823543566,56.75882228849923,54.497831408241815,53.39002491872073,65.71703888596565,43.18154527543127,57.20693551225705,48.41613044860542,40.971036698190964,40.897224224692785,42.87469228295006,29.704799369573795,47.59183565086861,95.03762750424615,38.49192718633736,40.608439672423984,43.3197422110706,33.60655602416922,15.975048161671722,46.769485504034584,44.458434002521784,30.79753158840741,39.528286903823066,32.63626845625014,0.0,35.24875257101215,42.29841883475684,29.414060772572277,35.99739559139644,32.489900012731724,12.74176756220567,40.23479576771975,42.058067687704884,28.798887076656136,37.19463439403893,35.22648876104779,19.920563638391314,38.14442270926321,36.908401282272145,37.043587414388504,40.2771864591672,37.20518360456642,34.90242712046094,40.99972472904638,32.938570138756994,38.561517688316606,35.38049153683561,39.35642274231299,34.45800968194005,28.567734708338474,31.415994616659372,36.24867720917492,34.97715498203714,35.57637514667692,33.2125135911957,26.296956884064116,33.431029800049956,33.414013156853066,35.490893610636896,35.46755883054288,37.41554646105237,25.658907918415135,32.50806940934073,33.61747802534082,33.7493308804573,36.50567931493947,33.64207397146922,25.252816955331443,32.391778020783086,33.54319640152115,34.32925872630301,35.21837137178306,33.576654577870485,25.306208309802088,78.3011013669639,59.24757342924218,55.537802898895386,98.18562025396648,75.3348382995997,92.1871258418737,54.60559050422426,41.62338923380437,36.48513660410744,36.739421044064265,36.556103343888054,30.903754927528652,31.170546145594653,34.937875969110465,36.99076785765507,31.41326139859096,35.139348306662164,38.89343494911106,34.443174731200685,36.083661354184535,40.02358383146026,32.44094593723548,35.035894962962836,39.16950032033861,34.529093055934794,48.058513855652855,39.102572202044534,29.421840101068366,35.68033335486034,37.80861758396462,32.88156462265644,32.77964269969751,42.44434846238575,32.53428072427174,34.88806404829075,26.725671692930558,28.93136955673981,39.0843223332972,40.66614327787704,28.651264652558087,42.43756210774384,58.28590562321617,65.3090726923878,54.12434438633688,64.28213419794054,41.0493951398819,45.64448863446152,38.04149743381265,36.18991507844955,37.24409803512275,37.64994769863801,39.2746963714431,37.659701466381065,35.83549275669056,40.08217850035129,34.896266801637324,38.150313528533864,35.035874127121836,44.32843539903073,33.4392343460627,38.32374358761417,36.31036179499033,42.87600101815928,33.923351574520126,38.27854111268924,35.13307822738728,38.92722313814151,33.365596325057886,36.54891061544685,55.90641452356411,42.807110569160635,50.322827664128376,60.744080195658526,42.95153407278935,51.15375994502217
