2025-09-22 20:28:21.937072 INFO::Writing function arguments to log file
2025-09-22 20:28:21.938759 DEBUG::Function arguments
2025-09-22 20:28:21.939952 DEBUG::Output folder: maaslin2_outputV107
2025-09-22 20:28:21.940751 DEBUG::Min Abundance: 0.000000
2025-09-22 20:28:21.941341 DEBUG::Min Prevalence: 0.000000
2025-09-22 20:28:21.94182 DEBUG::Normalization: NONE
2025-09-22 20:28:21.942259 DEBUG::Transform: LOG
2025-09-22 20:28:21.942703 DEBUG::Analysis method: LM
2025-09-22 20:28:21.94317 DEBUG::Max significance: 0.250000
2025-09-22 20:28:21.943704 DEBUG::Random effects: pt_identifier
2025-09-22 20:28:21.944149 DEBUG::Fixed effects: group,week
2025-09-22 20:28:21.944594 DEBUG::Correction method: BH
2025-09-22 20:28:21.945022 DEBUG::Standardize: FALSE
2025-09-22 20:28:21.945763 DEBUG::Cores: 1
2025-09-22 20:28:21.946758 INFO::Verifying options selected are valid
2025-09-22 20:28:21.948917 INFO::Determining format of input files
2025-09-22 20:28:21.950677 INFO::Input format is data samples as columns and metadata samples as rows
2025-09-22 20:28:21.955684 DEBUG::Transformed data so samples are rows
2025-09-22 20:28:21.95885 DEBUG::A total of 153 samples were found in both the data and metadata
2025-09-22 20:28:21.959844 DEBUG::Reordering data/metadata to use same sample ordering
2025-09-22 20:28:24.325674 INFO::Fitting model to feature number 51, Christensenella
2025-09-22 20:28:24.39264 INFO::Fitting model to feature number 52, Citrobacter
2025-09-22 20:28:24.436716 INFO::Fitting model to feature number 53, Cloacibacillus
2025-09-22 20:28:24.480998 INFO::Fitting model to feature number 54, Clostridia_unclassified
2025-09-22 20:28:24.522686 INFO::Fitting model to feature number 55, Clostridiaceae_unclassified
2025-09-22 20:28:24.565367 INFO::Fitting model to feature number 56, Clostridium
2025-09-22 20:28:24.606581 INFO::Fitting model to feature number 57, Colidextribacter
2025-09-22 20:28:24.643995 INFO::Fitting model to feature number 58, Collinsella
2025-09-22 20:28:24.688941 INFO::Fitting model to feature number 59, Companilactobacillus
2025-09-22 20:28:24.742721 INFO::Fitting model to feature number 60, Coprobacillus
2025-09-22 20:28:24.783008 INFO::Fitting model to feature number 61, Coprobacter
2025-09-22 20:28:24.839686 INFO::Fitting model to feature number 62, Coprococcus
2025-09-22 20:28:24.87966 INFO::Fitting model to feature number 63, Coriobacteriaceae_unclassified
2025-09-22 20:28:24.919736 INFO::Fitting model to feature number 64, Cryptobacterium
2025-09-22 20:28:24.963675 INFO::Fitting model to feature number 65, Cuneatibacter
2025-09-22 20:28:25.001353 INFO::Fitting model to feature number 66, Dakarella
2025-09-22 20:28:25.042245 INFO::Fitting model to feature number 67, Desulfovibrio
2025-09-22 20:28:25.090482 INFO::Fitting model to feature number 68, Dialister
2025-09-22 20:28:25.129276 INFO::Fitting model to feature number 69, Dielma
2025-09-22 20:28:25.167378 INFO::Fitting model to feature number 70, Diplocloster
2025-09-22 20:28:25.225227 INFO::Fitting model to feature number 71, Dorea
2025-09-22 20:28:25.266655 INFO::Fitting model to feature number 72, Drancourtella
2025-09-22 20:28:25.308965 INFO::Fitting model to feature number 73, Duodenibacillus
2025-09-22 20:28:25.349759 INFO::Fitting model to feature number 74, Dysosmobacter
2025-09-22 20:28:25.391176 INFO::Fitting model to feature number 75, Eggerthella
2025-09-22 20:28:25.444854 INFO::Fitting model to feature number 76, Eisenbergiella
2025-09-22 20:28:25.484112 INFO::Fitting model to feature number 77, Ellagibacter
2025-09-22 20:28:25.528194 INFO::Fitting model to feature number 78, Emergencia
2025-09-22 20:28:25.569571 INFO::Fitting model to feature number 79, Enorma
2025-09-22 20:28:25.619063 INFO::Fitting model to feature number 80, Enterobacter
2025-09-22 20:28:25.672114 INFO::Fitting model to feature number 81, Enterocloster
2025-09-22 20:28:25.714844 INFO::Fitting model to feature number 82, Enterococcus
2025-09-22 20:28:25.753599 INFO::Fitting model to feature number 83, Enteroscipio
2025-09-22 20:28:25.808925 INFO::Fitting model to feature number 84, Erysipelatoclostridium
2025-09-22 20:28:25.850715 INFO::Fitting model to feature number 85, Erysipelotrichaceae_unclassified
2025-09-22 20:28:25.891688 INFO::Fitting model to feature number 86, Escherichia
2025-09-22 20:28:25.957165 INFO::Fitting model to feature number 87, Eubacteriaceae_unclassified
2025-09-22 20:28:26.011764 INFO::Fitting model to feature number 88, Eubacteriales_Family_XIII_Incertae_Sedis_unclassified
2025-09-22 20:28:26.068446 INFO::Fitting model to feature number 89, Eubacteriales_unclassified
2025-09-22 20:28:26.113799 INFO::Fitting model to feature number 90, Eubacterium
2025-09-22 20:28:26.150447 INFO::Fitting model to feature number 91, Evtepia
2025-09-22 20:28:26.203798 INFO::Fitting model to feature number 92, Ezakiella
2025-09-22 20:28:26.247296 INFO::Fitting model to feature number 93, Faecalibacillus
2025-09-22 20:28:26.286188 INFO::Fitting model to feature number 94, Faecalibacterium
2025-09-22 20:28:26.329611 INFO::Fitting model to feature number 95, Faecalicatena
2025-09-22 20:28:26.367527 INFO::Fitting model to feature number 96, Faecalicoccus
2025-09-22 20:28:26.426175 INFO::Fitting model to feature number 97, Faecalimonas
2025-09-22 20:28:26.468436 INFO::Fitting model to feature number 98, Faecalitalea
2025-09-22 20:28:26.51004 INFO::Fitting model to feature number 99, Feifania
2025-09-22 20:28:26.563101 INFO::Fitting model to feature number 100, Fenollaria
2025-09-22 20:28:26.633277 INFO::Fitting model to feature number 101, Finegoldia
2025-09-22 20:28:26.694878 INFO::Fitting model to feature number 102, Flavonifractor
2025-09-22 20:28:26.735344 INFO::Fitting model to feature number 103, Fournierella
2025-09-22 20:28:26.777098 INFO::Fitting model to feature number 104, Fumia
2025-09-22 20:28:26.817303 INFO::Fitting model to feature number 105, Fusicatenibacter
2025-09-22 20:28:26.875728 INFO::Fitting model to feature number 106, Fusobacterium
2025-09-22 20:28:26.916908 INFO::Fitting model to feature number 107, GGB10692
2025-09-22 20:28:26.968543 INFO::Fitting model to feature number 108, GGB1146
2025-09-22 20:28:27.012528 INFO::Fitting model to feature number 109, GGB1247
2025-09-22 20:28:27.057669 INFO::Fitting model to feature number 110, GGB1248
2025-09-22 20:28:27.09731 INFO::Fitting model to feature number 111, GGB1266
2025-09-22 20:28:27.14179 INFO::Fitting model to feature number 112, GGB12785
2025-09-22 20:28:27.183717 INFO::Fitting model to feature number 113, GGB1331
2025-09-22 20:28:27.224032 INFO::Fitting model to feature number 114, GGB13404
2025-09-22 20:28:27.277217 INFO::Fitting model to feature number 115, GGB13489
2025-09-22 20:28:27.333222 INFO::Fitting model to feature number 116, GGB13493
2025-09-22 20:28:27.373968 INFO::Fitting model to feature number 117, GGB1387
2025-09-22 20:28:27.416978 INFO::Fitting model to feature number 118, GGB1420
2025-09-22 20:28:27.461263 INFO::Fitting model to feature number 119, GGB1421
2025-09-22 20:28:27.500674 INFO::Fitting model to feature number 120, GGB1425
2025-09-22 20:28:27.543897 INFO::Fitting model to feature number 121, GGB1458
2025-09-22 20:28:27.582171 INFO::Fitting model to feature number 122, GGB1497
2025-09-22 20:28:27.634411 INFO::Fitting model to feature number 123, GGB1505
2025-09-22 20:28:27.676306 INFO::Fitting model to feature number 124, GGB1538
2025-09-22 20:28:27.732929 INFO::Fitting model to feature number 125, GGB1567
2025-09-22 20:28:27.781391 INFO::Fitting model to feature number 126, GGB1568
2025-09-22 20:28:27.819682 INFO::Fitting model to feature number 127, GGB1627
2025-09-22 20:28:27.86179 INFO::Fitting model to feature number 128, GGB1629
2025-09-22 20:28:27.903195 INFO::Fitting model to feature number 129, GGB1632
2025-09-22 20:28:27.943932 INFO::Fitting model to feature number 130, GGB1662
2025-09-22 20:28:28.009692 INFO::Fitting model to feature number 131, GGB1690
2025-09-22 20:28:28.050348 INFO::Fitting model to feature number 132, GGB25454
2025-09-22 20:28:28.091947 INFO::Fitting model to feature number 133, GGB2653
2025-09-22 20:28:28.132292 INFO::Fitting model to feature number 134, GGB2657
2025-09-22 20:28:28.187172 INFO::Fitting model to feature number 135, GGB267
2025-09-22 20:28:28.228772 INFO::Fitting model to feature number 136, GGB28474
2025-09-22 20:28:28.269254 INFO::Fitting model to feature number 137, GGB2848
2025-09-22 20:28:28.312255 INFO::Fitting model to feature number 138, GGB28640
2025-09-22 20:28:28.350913 INFO::Fitting model to feature number 139, GGB2958
2025-09-22 20:28:28.403479 INFO::Fitting model to feature number 140, GGB2977
2025-09-22 20:28:28.445952 INFO::Fitting model to feature number 141, GGB2980
2025-09-22 20:28:28.48416 INFO::Fitting model to feature number 142, GGB2982
2025-09-22 20:28:28.541232 INFO::Fitting model to feature number 143, GGB2983
2025-09-22 20:28:28.58881 INFO::Fitting model to feature number 144, GGB2987
2025-09-22 20:28:28.634063 INFO::Fitting model to feature number 145, GGB2996
2025-09-22 20:28:28.677913 INFO::Fitting model to feature number 146, GGB2998
2025-09-22 20:28:28.716931 INFO::Fitting model to feature number 147, GGB2999
2025-09-22 20:28:28.774724 INFO::Fitting model to feature number 148, GGB3000
2025-09-22 20:28:28.816238 INFO::Fitting model to feature number 149, GGB3001
2025-09-22 20:28:28.857087 INFO::Fitting model to feature number 150, GGB3002
2025-09-22 20:28:28.900756 INFO::Fitting model to feature number 151, GGB3005
2025-09-22 20:28:28.958218 INFO::Fitting model to feature number 152, GGB3032
2025-09-22 20:28:29.000952 INFO::Fitting model to feature number 153, GGB3033
2025-09-22 20:28:29.046622 INFO::Fitting model to feature number 154, GGB3034
2025-09-22 20:28:29.086639 INFO::Fitting model to feature number 155, GGB3057
2025-09-22 20:28:29.149886 INFO::Fitting model to feature number 156, GGB3061
2025-09-22 20:28:29.192616 INFO::Fitting model to feature number 157, GGB3109
2025-09-22 20:28:29.230928 INFO::Fitting model to feature number 158, GGB3111
2025-09-22 20:28:29.27556 INFO::Fitting model to feature number 159, GGB3118
2025-09-22 20:28:29.316063 INFO::Fitting model to feature number 160, GGB31234
2025-09-22 20:28:29.362646 INFO::Fitting model to feature number 161, GGB3126
2025-09-22 20:28:29.413267 INFO::Fitting model to feature number 162, GGB3139
2025-09-22 20:28:29.453607 INFO::Fitting model to feature number 163, GGB3142
2025-09-22 20:28:29.511207 INFO::Fitting model to feature number 164, GGB31460
2025-09-22 20:28:29.553862 INFO::Fitting model to feature number 165, GGB3160
2025-09-22 20:28:29.597239 INFO::Fitting model to feature number 166, GGB3167
2025-09-22 20:28:29.634023 INFO::Fitting model to feature number 167, GGB3175
2025-09-22 20:28:29.676909 INFO::Fitting model to feature number 168, GGB3213
2025-09-22 20:28:29.714847 INFO::Fitting model to feature number 169, GGB32387
2025-09-22 20:28:29.769018 INFO::Fitting model to feature number 170, GGB3256
2025-09-22 20:28:29.814306 INFO::Fitting model to feature number 171, GGB3260
2025-09-22 20:28:29.870161 INFO::Fitting model to feature number 172, GGB3277
2025-09-22 20:28:29.915526 INFO::Fitting model to feature number 173, GGB3278
2025-09-22 20:28:29.958846 INFO::Fitting model to feature number 174, GGB3286
2025-09-22 20:28:30.002426 INFO::Fitting model to feature number 175, GGB3287
2025-09-22 20:28:30.047394 INFO::Fitting model to feature number 176, GGB3289
2025-09-22 20:28:30.086279 INFO::Fitting model to feature number 177, GGB3303
2025-09-22 20:28:30.130656 INFO::Fitting model to feature number 178, GGB3304
2025-09-22 20:28:30.183956 INFO::Fitting model to feature number 179, GGB3305
2025-09-22 20:28:30.242778 INFO::Fitting model to feature number 180, GGB3321
2025-09-22 20:28:30.284442 INFO::Fitting model to feature number 181, GGB3325
2025-09-22 20:28:30.326528 INFO::Fitting model to feature number 182, GGB3345
2025-09-22 20:28:30.364637 INFO::Fitting model to feature number 183, GGB33469
2025-09-22 20:28:30.403617 INFO::Fitting model to feature number 184, GGB3351
2025-09-22 20:28:30.443617 INFO::Fitting model to feature number 185, GGB33512
2025-09-22 20:28:30.483191 INFO::Fitting model to feature number 186, GGB33516
2025-09-22 20:28:30.521957 INFO::Fitting model to feature number 187, GGB3352
2025-09-22 20:28:30.586346 INFO::Fitting model to feature number 188, GGB33539
2025-09-22 20:28:30.629411 INFO::Fitting model to feature number 189, GGB33544
2025-09-22 20:28:30.668909 INFO::Fitting model to feature number 190, GGB33586
2025-09-22 20:28:30.709222 INFO::Fitting model to feature number 191, GGB3363
2025-09-22 20:28:30.749141 INFO::Fitting model to feature number 192, GGB34197
2025-09-22 20:28:30.785515 INFO::Fitting model to feature number 193, GGB34228
2025-09-22 20:28:30.825822 INFO::Fitting model to feature number 194, GGB34231
2025-09-22 20:28:30.865139 INFO::Fitting model to feature number 195, GGB3433
2025-09-22 20:28:30.916863 INFO::Fitting model to feature number 196, GGB3444
2025-09-22 20:28:30.969095 INFO::Fitting model to feature number 197, GGB3446
2025-09-22 20:28:31.014747 INFO::Fitting model to feature number 198, GGB3449
2025-09-22 20:28:31.052606 INFO::Fitting model to feature number 199, GGB34540
2025-09-22 20:28:31.093755 INFO::Fitting model to feature number 200, GGB3474
2025-09-22 20:28:31.133425 INFO::Fitting model to feature number 201, GGB3475
2025-09-22 20:28:31.174691 INFO::Fitting model to feature number 202, GGB3478
2025-09-22 20:28:31.215487 INFO::Fitting model to feature number 203, GGB34797
2025-09-22 20:28:31.266707 INFO::Fitting model to feature number 204, GGB3480
2025-09-22 20:28:31.316079 INFO::Fitting model to feature number 205, GGB3486
2025-09-22 20:28:31.361868 INFO::Fitting model to feature number 206, GGB3490
2025-09-22 20:28:31.40354 INFO::Fitting model to feature number 207, GGB34900
2025-09-22 20:28:31.45052 INFO::Fitting model to feature number 208, GGB3491
2025-09-22 20:28:31.494487 INFO::Fitting model to feature number 209, GGB3496
2025-09-22 20:28:31.534917 INFO::Fitting model to feature number 210, GGB3497
2025-09-22 20:28:31.576567 INFO::Fitting model to feature number 211, GGB35068
2025-09-22 20:28:31.612623 INFO::Fitting model to feature number 212, GGB3510
2025-09-22 20:28:31.681194 INFO::Fitting model to feature number 213, GGB3519
2025-09-22 20:28:31.72554 INFO::Fitting model to feature number 214, GGB3532
2025-09-22 20:28:31.764542 INFO::Fitting model to feature number 215, GGB3534
2025-09-22 20:28:31.801957 INFO::Fitting model to feature number 216, GGB3537
2025-09-22 20:28:31.844778 INFO::Fitting model to feature number 217, GGB3538
2025-09-22 20:28:31.883832 INFO::Fitting model to feature number 218, GGB3550
2025-09-22 20:28:31.922914 INFO::Fitting model to feature number 219, GGB35597
2025-09-22 20:28:31.963033 INFO::Fitting model to feature number 220, GGB3569
2025-09-22 20:28:32.012827 INFO::Fitting model to feature number 221, GGB3576
2025-09-22 20:28:32.060389 INFO::Fitting model to feature number 222, GGB3583
2025-09-22 20:28:32.107399 INFO::Fitting model to feature number 223, GGB3585
2025-09-22 20:28:32.150304 INFO::Fitting model to feature number 224, GGB3588
2025-09-22 20:28:32.194657 INFO::Fitting model to feature number 225, GGB3593
2025-09-22 20:28:32.231709 INFO::Fitting model to feature number 226, GGB3603
2025-09-22 20:28:32.273164 INFO::Fitting model to feature number 227, GGB3609
2025-09-22 20:28:32.318636 INFO::Fitting model to feature number 228, GGB3612
2025-09-22 20:28:32.388924 INFO::Fitting model to feature number 229, GGB3616
2025-09-22 20:28:32.431039 INFO::Fitting model to feature number 230, GGB3619
2025-09-22 20:28:32.475475 INFO::Fitting model to feature number 231, GGB3626
2025-09-22 20:28:32.516058 INFO::Fitting model to feature number 232, GGB36267
2025-09-22 20:28:32.550794 INFO::Fitting model to feature number 233, GGB3627
2025-09-22 20:28:32.594112 INFO::Fitting model to feature number 234, GGB36331
2025-09-22 20:28:32.632143 INFO::Fitting model to feature number 235, GGB3637
2025-09-22 20:28:32.671822 INFO::Fitting model to feature number 236, GGB3653
2025-09-22 20:28:32.725239 INFO::Fitting model to feature number 237, GGB3677
2025-09-22 20:28:32.774567 INFO::Fitting model to feature number 238, GGB3678
2025-09-22 20:28:32.819898 INFO::Fitting model to feature number 239, GGB3722
2025-09-22 20:28:32.865786 INFO::Fitting model to feature number 240, GGB3730
2025-09-22 20:28:32.905005 INFO::Fitting model to feature number 241, GGB3740
2025-09-22 20:28:32.943588 INFO::Fitting model to feature number 242, GGB3816
2025-09-22 20:28:32.984961 INFO::Fitting model to feature number 243, GGB3817
2025-09-22 20:28:33.023525 INFO::Fitting model to feature number 244, GGB3818
2025-09-22 20:28:33.073447 INFO::Fitting model to feature number 245, GGB3819
2025-09-22 20:28:33.113617 INFO::Fitting model to feature number 246, GGB38239
2025-09-22 20:28:33.154494 INFO::Fitting model to feature number 247, GGB3859
2025-09-22 20:28:33.211159 INFO::Fitting model to feature number 248, GGB38744
2025-09-22 20:28:33.251244 INFO::Fitting model to feature number 249, GGB3885
2025-09-22 20:28:33.28954 INFO::Fitting model to feature number 250, GGB3892
2025-09-22 20:28:33.329674 INFO::Fitting model to feature number 251, GGB38987
2025-09-22 20:28:33.366449 INFO::Fitting model to feature number 252, GGB39037
2025-09-22 20:28:33.426877 INFO::Fitting model to feature number 253, GGB40351
2025-09-22 20:28:33.467379 INFO::Fitting model to feature number 254, GGB41366
2025-09-22 20:28:33.505026 INFO::Fitting model to feature number 255, GGB41458
2025-09-22 20:28:33.548919 INFO::Fitting model to feature number 256, GGB42378
2025-09-22 20:28:33.585642 INFO::Fitting model to feature number 257, GGB42389
2025-09-22 20:28:33.644251 INFO::Fitting model to feature number 258, GGB4260
2025-09-22 20:28:33.684859 INFO::Fitting model to feature number 259, GGB4263
2025-09-22 20:28:33.724168 INFO::Fitting model to feature number 260, GGB42639
2025-09-22 20:28:33.775615 INFO::Fitting model to feature number 261, GGB4266
2025-09-22 20:28:33.816812 INFO::Fitting model to feature number 262, GGB42689
2025-09-22 20:28:33.858525 INFO::Fitting model to feature number 263, GGB42711
2025-09-22 20:28:33.897009 INFO::Fitting model to feature number 264, GGB4277
2025-09-22 20:28:33.935752 INFO::Fitting model to feature number 265, GGB43675
2025-09-22 20:28:33.976697 INFO::Fitting model to feature number 266, GGB44201
2025-09-22 20:28:34.019514 INFO::Fitting model to feature number 267, GGB4456
2025-09-22 20:28:34.074881 INFO::Fitting model to feature number 268, GGB4539
2025-09-22 20:28:34.127046 INFO::Fitting model to feature number 269, GGB4541
2025-09-22 20:28:34.167226 INFO::Fitting model to feature number 270, GGB45432
2025-09-22 20:28:34.206441 INFO::Fitting model to feature number 271, GGB4549
2025-09-22 20:28:34.249586 INFO::Fitting model to feature number 272, GGB45491
2025-09-22 20:28:34.295971 INFO::Fitting model to feature number 273, GGB45495
2025-09-22 20:28:34.332161 INFO::Fitting model to feature number 274, GGB45497
2025-09-22 20:28:34.370306 INFO::Fitting model to feature number 275, GGB4552
2025-09-22 20:28:34.409515 INFO::Fitting model to feature number 276, GGB4555
2025-09-22 20:28:34.477777 INFO::Fitting model to feature number 277, GGB4558
2025-09-22 20:28:34.523099 INFO::Fitting model to feature number 278, GGB4559
2025-09-22 20:28:34.560993 INFO::Fitting model to feature number 279, GGB45596
2025-09-22 20:28:34.599358 INFO::Fitting model to feature number 280, GGB45599
2025-09-22 20:28:34.637484 INFO::Fitting model to feature number 281, GGB45600
2025-09-22 20:28:34.678557 INFO::Fitting model to feature number 282, GGB45613
2025-09-22 20:28:34.717315 INFO::Fitting model to feature number 283, GGB45620
2025-09-22 20:28:34.757544 INFO::Fitting model to feature number 284, GGB4566
2025-09-22 20:28:34.813486 INFO::Fitting model to feature number 285, GGB4567
2025-09-22 20:28:34.869438 INFO::Fitting model to feature number 286, GGB4569
2025-09-22 20:28:34.913879 INFO::Fitting model to feature number 287, GGB4571
2025-09-22 20:28:34.951728 INFO::Fitting model to feature number 288, GGB4578
2025-09-22 20:28:34.993596 INFO::Fitting model to feature number 289, GGB4580
2025-09-22 20:28:35.031476 INFO::Fitting model to feature number 290, GGB4581
2025-09-22 20:28:35.071136 INFO::Fitting model to feature number 291, GGB4583
2025-09-22 20:28:35.11257 INFO::Fitting model to feature number 292, GGB4584
2025-09-22 20:28:35.16835 INFO::Fitting model to feature number 293, GGB4586
2025-09-22 20:28:35.220818 INFO::Fitting model to feature number 294, GGB4587
2025-09-22 20:28:35.265758 INFO::Fitting model to feature number 295, GGB4588
2025-09-22 20:28:35.305407 INFO::Fitting model to feature number 296, GGB4591
2025-09-22 20:28:35.344784 INFO::Fitting model to feature number 297, GGB4593
2025-09-22 20:28:35.384818 INFO::Fitting model to feature number 298, GGB4597
2025-09-22 20:28:35.427105 INFO::Fitting model to feature number 299, GGB4599
2025-09-22 20:28:35.468233 INFO::Fitting model to feature number 300, GGB4602
2025-09-22 20:28:35.54008 INFO::Fitting model to feature number 301, GGB4603
2025-09-22 20:28:35.582294 INFO::Fitting model to feature number 302, GGB4604
2025-09-22 20:28:35.625789 INFO::Fitting model to feature number 303, GGB4605
2025-09-22 20:28:35.683028 INFO::Fitting model to feature number 304, GGB4611
2025-09-22 20:28:35.730644 INFO::Fitting model to feature number 305, GGB4617
2025-09-22 20:28:35.772733 INFO::Fitting model to feature number 306, GGB4618
2025-09-22 20:28:35.815262 INFO::Fitting model to feature number 307, GGB4632
2025-09-22 20:28:35.859341 INFO::Fitting model to feature number 308, GGB4642
2025-09-22 20:28:35.915207 INFO::Fitting model to feature number 309, GGB4644
2025-09-22 20:28:35.956044 INFO::Fitting model to feature number 310, GGB4651
2025-09-22 20:28:36 INFO::Fitting model to feature number 311, GGB4652
2025-09-22 20:28:36.037379 INFO::Fitting model to feature number 312, GGB4657
2025-09-22 20:28:36.081558 INFO::Fitting model to feature number 313, GGB4659
