feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Eubacteriales_unclassified	week	1	-6.13087991373695	0.400981079563279	153	28	2.03208912913654e-30	3.76405432535446e-28
Candidatus_Cibionibacter	week	2	-8.7518670774287	0.593981727848423	153	40	4.18538613266159e-29	7.4654887462586e-27
Oscillospiraceae_unclassified	week	6	-10.7853879631566	0.745561518112033	153	39	1.75285176893006e-28	3.0149050425597e-26
Oscillospiraceae_unclassified	week	5	-10.6603279228319	0.745561518112033	153	39	4.37013280448996e-28	7.25743434014608e-26
Agathobaculum	week	3	-5.91402668851156	0.416839352598678	153	31	8.76811387514991e-28	1.31960113821006e-25
Agathobaculum	week	5	-5.91402668851156	0.416839352598678	153	31	8.76811387040624e-28	1.31960113821006e-25
Agathobaculum	week	6	-5.91402668851156	0.416839352598678	153	31	8.76811386227976e-28	1.31960113821006e-25
Oscillospiraceae_unclassified	week	4	-10.6878556316033	0.755206453782636	153	39	9.06960602069878e-28	1.32361280592986e-25
Agathobaculum	week	4	-5.8983111132893	0.422038299382585	153	31	2.52214344513862e-27	3.57254200934929e-25
Oscillospiraceae_unclassified	week	3	-10.2019404267513	0.745561518112033	153	39	1.27178520263408e-26	1.74997643882449e-24
Agathobaculum	week	2	-5.67462820308097	0.416839352598678	153	31	2.0364137613318e-26	2.72426907627055e-24
Vescimonas	week	3	-7.91010942967206	0.600645282358911	153	27	2.17012189839123e-25	2.67982232520719e-23
Vescimonas	week	5	-7.91010942967206	0.600645282358911	153	27	2.17012189853623e-25	2.67982232520719e-23
Vescimonas	week	6	-7.91010942967206	0.600645282358911	153	27	2.17012189956562e-25	2.67982232520719e-23
Oscillibacter	week	5	-8.38918757573215	0.639866416138762	153	35	3.00484197570533e-25	3.52958998902362e-23
Oscillibacter	week	6	-8.38918757573215	0.639866416138762	153	35	3.00484197060496e-25	3.52958998902362e-23
Vescimonas	week	4	-7.92256724138501	0.608207802694707	153	27	4.45489526220833e-25	5.10827990066555e-23
Oscillibacter	week	4	-8.37607882539465	0.647880428423602	153	35	7.6561719771728e-25	8.38002823683277e-23
Vescimonas	week	2	-7.7739242343636	0.600645282358911	153	27	7.6542925738443e-25	8.38002823683277e-23
Oscillospiraceae_unclassified	week	2	-9.54998792503803	0.745561518112033	153	39	1.62077896735361e-24	1.73459366817222e-22
Ruminococcus	week	3	-9.22270537568321	0.720741343894792	153	39	1.75022694648259e-24	1.75606103747818e-22
Ruminococcus	week	5	-9.22270537568322	0.720741343894792	153	39	1.75022694765267e-24	1.75606103747818e-22
Ruminococcus	week	6	-9.22270537568321	0.720741343894791	153	39	1.7502269470999e-24	1.75606103747818e-22
Clostridiaceae_unclassified	week	1	-6.84874916793945	0.537827839615149	153	32	2.45183613387778e-24	2.40980465729702e-22
Ruminococcus	week	4	-9.2032162093536	0.730138940347467	153	39	4.8619012300913e-24	4.68298326482394e-22
Oscillibacter	week	3	-8.01617665459207	0.639866416138762	153	35	7.74834504364308e-24	7.31686857454609e-22
Mediterraneibacter	week	6	-7.61144813112842	0.611753767891581	153	74	1.27668815436156e-23	1.18240964450101e-21
Lentihominibacter	week	1	-7.11470971627514	0.581914290728502	153	28	4.21853099595295e-23	3.83329156160554e-21
Alistipes	week	5	-10.5240230768783	0.862411462979962	153	83	4.82077128592049e-23	4.29941379870242e-21
Enterococcus	week	5	9.51884568924256	0.784847544138991	153	142	7.24229456171094e-23	6.34161647439997e-21
Enterococcus	week	2	9.51328656706718	0.784847544138991	153	142	7.53605116936804e-23	6.48100400565652e-21
Enterococcus	week	6	9.47810710040435	0.784847544138991	153	142	9.69257639262943e-23	8.18937682577251e-21
Enterococcus	week	3	9.34815134598851	0.784847544138991	153	142	2.45747254112515e-22	2.0405496134584e-20
Anaerostipes	week	6	-7.84441267468743	0.659168121356003	153	45	2.69477420950107e-22	2.19966654117918e-20
Faecalibacterium	week	5	-7.4890436774672	0.629985549446873	153	52	2.83912833784576e-22	2.24151509427298e-20
Faecalibacterium	week	6	-7.4890436774672	0.629985549446873	153	52	2.83912833728192e-22	2.24151509427298e-20
Mediterraneibacter	week	5	-7.22880650256564	0.611753767891581	153	74	4.26138690857045e-22	3.25774778946882e-20
Oscillibacter	week	2	-7.55910019411295	0.639866416138762	153	35	4.26158867808422e-22	3.25774778946882e-20
Alistipes	week	6	-10.1419690880315	0.862411462979961	153	83	5.80379629095846e-22	4.36735670894624e-20
Ruminococcus	week	2	-8.27774079217178	0.720741343894791	153	39	2.73000646930871e-21	2.02272479326012e-19
Adlercreutzia	week	2	-6.22212302598884	0.54361093661662	153	26	3.49253577026039e-21	2.40286461214989e-19
Adlercreutzia	week	3	-6.22212302598884	0.54361093661662	153	26	3.49253577347368e-21	2.40286461214989e-19
Adlercreutzia	week	5	-6.22212302598884	0.54361093661662	153	26	3.49253577207603e-21	2.40286461214989e-19
Adlercreutzia	week	6	-6.22212302598884	0.54361093661662	153	26	3.4925357720734e-21	2.40286461214989e-19
Faecalibacterium	week	4	-7.30102210516458	0.638306453342406	153	52	3.4604249677349e-21	2.40286461214989e-19
Bifidobacterium	week	6	-11.3737826213154	0.995321072057952	153	98	3.80822966961848e-21	2.58315973082853e-19
Mediterraneibacter	week	4	-7.05485017100106	0.620033043001806	153	74	4.95569218258516e-21	3.31480743768474e-19
Mediterraneibacter	week	3	-6.95554161714955	0.611753767891581	153	74	5.26189788093322e-21	3.47141098555813e-19
Adlercreutzia	week	4	-6.2510331305016	0.550471972371337	153	26	5.49146490660878e-21	3.57390472840917e-19
Anaerostipes	week	5	-7.46497610616931	0.659168121356003	153	45	6.86042722640652e-21	4.40530900298318e-19
Enterococcus	week	4	8.88069831224711	0.79455248753382	153	142	1.44053964337003e-20	9.12847226640798e-19
Anaerostipes	week	3	-7.32406068393921	0.659168121356003	153	45	2.28630408672732e-20	1.42997928333491e-18
Faecalibacterium	week	3	-6.99314001262685	0.629985549446873	153	52	2.38657087558198e-20	1.47355453035934e-18
Anaerostipes	week	4	-7.40509035301338	0.667921062342286	153	45	2.56009189803809e-20	1.56068387100651e-18
Lachnospiraceae_unclassified	week	6	-7.57785506775433	0.687395676234158	153	37	3.68235483366978e-20	2.21677760986921e-18
Faecalicatena	week	5	-6.33686935239557	0.579729520206448	153	23	6.18757456757243e-20	3.59028423101552e-18
Faecalicatena	week	6	-6.33686935239557	0.579729520206448	153	23	6.1875745631018e-20	3.59028423101552e-18
Lachnospiraceae_unclassified	week	5	-7.51562478605763	0.687395676234158	153	37	6.13311920589469e-20	3.59028423101552e-18
Faecalicatena	week	3	-6.29141480694103	0.579729520206448	153	23	9.62605457308086e-20	5.51893795523303e-18
Lachnospiraceae_unclassified	week	4	-7.55207315455525	0.696631617485917	153	37	1.0176573198215e-19	5.76592664971803e-18
Alistipes	week	3	-9.31860035406598	0.862411462979961	153	83	1.25712188713823e-19	7.03988256797406e-18
Faecalicatena	week	4	-6.32378360557708	0.586959298548112	153	23	1.4218826344559e-19	7.87101927303403e-18
Anaerobutyricum	week	2	-8.29819830013325	0.771893098227452	153	27	1.72293034223726e-19	9.11827750853722e-18
Anaerobutyricum	week	3	-8.29819830013325	0.771893098227452	153	27	1.72293034318291e-19	9.11827750853722e-18
Anaerobutyricum	week	5	-8.29819830013325	0.771893098227452	153	27	1.72293034160803e-19	9.11827750853722e-18
Anaerobutyricum	week	6	-8.29819830013325	0.771893098227452	153	27	1.72293034157797e-19	9.11827750853722e-18
Alistipes	week	4	-9.3491044883494	0.873688113527975	153	83	2.20023247713763e-19	1.15177387064074e-17
Bilophila	week	2	-3.72776542057224	0.349577509049299	153	17	2.84296052224534e-19	1.42621852865975e-17
Bilophila	week	3	-3.72776542057224	0.349577509049299	153	17	2.84296052185072e-19	1.42621852865975e-17
Bilophila	week	5	-3.72776542057224	0.349577509049299	153	17	2.84296051975188e-19	1.42621852865975e-17
Bilophila	week	6	-3.72776542057224	0.349577509049299	153	17	2.84296051886043e-19	1.42621852865975e-17
Faecalicatena	week	2	-6.14572778739991	0.579729520206448	153	23	3.96658867341982e-19	1.96939083001957e-17
Anaerobutyricum	week	4	-8.27106177520495	0.781667348967157	153	27	4.27588149911602e-19	2.10129033670845e-17
Lachnospiraceae_unclassified	week	3	-7.26248171168747	0.687395676234158	153	37	4.88258111476772e-19	2.37520309583044e-17
Lachnospiraceae_unclassified	week	2	-7.25703828836774	0.687395676234158	153	37	5.10520773465972e-19	2.45866804501212e-17
Bilophila	week	4	-3.72715144247187	0.353851189691982	153	17	5.59173650249413e-19	2.666317128318e-17
Bifidobacterium	week	5	-10.2803438275723	0.995321072057952	153	98	1.85228446334764e-18	8.74568821125711e-17
Anaerotignum	week	2	-6.22192620056708	0.606062547047324	153	17	2.64282128999699e-18	1.2007384285715e-16
Anaerotignum	week	3	-6.22192620056708	0.606062547047324	153	17	2.64282129212165e-18	1.2007384285715e-16
Anaerotignum	week	5	-6.22192620056709	0.606062547047324	153	17	2.64282128996739e-18	1.2007384285715e-16
Anaerotignum	week	6	-6.22192620056708	0.606062547047324	153	17	2.6428212789393e-18	1.2007384285715e-16
Gemmiger	week	5	-7.81227077067814	0.763594897249621	153	35	3.19125459824754e-18	1.4230631615889e-16
Gemmiger	week	6	-7.81227077067814	0.763594897249621	153	35	3.19125459771245e-18	1.4230631615889e-16
Anaerotignum	week	4	-6.23459824781655	0.613355465887797	153	17	4.40794113187106e-18	1.94758206340285e-16
Mediterraneibacter	week	2	-6.20333673845898	0.611753767891581	153	74	5.34079068332519e-18	2.33829526644492e-16
Gemmiger	week	4	-7.82680216607958	0.773556773036341	153	35	5.86443124672271e-18	2.54442350308257e-16
Bilophila	week	1	-3.46700132407398	0.349577509049299	153	17	1.87879778390648e-17	8.07883047079787e-16
GGB9699	week	2	-5.49377563124787	0.554461261582593	153	17	1.9516392204555e-17	8.10266766851044e-16
GGB9699	week	3	-5.49377563124788	0.554461261582593	153	17	1.95163922248175e-17	8.10266766851044e-16
GGB9699	week	5	-5.49377563124788	0.554461261582593	153	17	1.95163922159827e-17	8.10266766851044e-16
GGB9699	week	6	-5.49377563124788	0.554461261582593	153	17	1.95163922099315e-17	8.10266766851044e-16
Blautia	week	6	-9.32535271637084	0.944220347738822	153	91	2.35140675068415e-17	9.67895291563663e-16
Enterococcus	week	1	7.74625961014725	0.784847544138991	153	142	2.40454421814029e-17	9.81380080895223e-16
Roseburia	week	4	-7.32321556145313	0.743141313194918	153	33	2.56721240981199e-17	1.03896596350038e-15
Agathobaculum	week	1	-4.10974180975368	0.416839352598678	153	31	2.66192890515187e-17	1.06832080060095e-15
Gemmiger	week	3	-7.50465946073497	0.763594897249621	153	35	3.06069813238542e-17	1.19103067278186e-15
Odoribacter	week	3	-5.21084560026963	0.530177083971707	153	27	3.06660721397323e-17	1.19103067278186e-15
Odoribacter	week	5	-5.21084560026963	0.530177083971707	153	27	3.06660721303377e-17	1.19103067278186e-15
Odoribacter	week	6	-5.21084560026963	0.530177083971707	153	27	3.06660721385082e-17	1.19103067278186e-15
GGB9699	week	4	-5.48433174381954	0.561389147244803	153	17	4.08830820308385e-17	1.57514338448414e-15
Roseburia	week	5	-7.13488864569373	0.733621144109435	153	33	5.42335204706116e-17	2.07292567132116e-15
Roseburia	week	6	-7.12264810171778	0.733621144109435	153	33	5.9539610815318e-17	2.25781705265017e-15
Roseburia	week	3	-7.11696394047792	0.733621144109435	153	33	6.21767369692959e-17	2.33939972846976e-15
Vescimonas	week	1	-5.82497927225467	0.600645282358911	153	27	6.30937081660484e-17	2.35549843819914e-15
Anaerotruncus	week	1	-6.14599512349013	0.634036040257667	153	25	6.53753136193926e-17	2.42190392608458e-15
Odoribacter	week	4	-5.18495262237359	0.536890281413853	153	27	7.71974537573206e-17	2.83803768927676e-15
Lachnospira	week	2	-5.46560887793438	0.566536262329354	153	21	8.3974257242082e-17	2.99570387472455e-15
Lachnospira	week	3	-5.46560887793438	0.566536262329354	153	21	8.39742572774755e-17	2.99570387472455e-15
Lachnospira	week	5	-5.46560887793438	0.566536262329354	153	21	8.39742572856756e-17	2.99570387472455e-15
Lachnospira	week	6	-5.46560887793438	0.566536262329354	153	21	8.39742572640906e-17	2.99570387472455e-15
Anaerotignum	week	1	-5.81936423351849	0.606062547047324	153	17	1.09303811055191e-16	3.87064083854265e-15
Anaerotruncus	week	2	-6.06410549522832	0.634036040257667	153	25	1.3450576090637e-16	4.69726034233038e-15
Blautia	week	4	-9.1499484047464	0.956890815896065	153	91	1.34597576254484e-16	4.69726034233038e-15
Odoribacter	week	2	-5.05586932872704	0.530177083971707	153	27	1.57147421570874e-16	5.44476246248439e-15
Lachnospira	week	4	-5.46037079825845	0.573698756511078	153	21	1.67502167808611e-16	5.76207457261622e-15
Coprococcus	week	6	-6.62938008357076	0.696891956543486	153	64	1.79061801750903e-16	6.11603998037126e-15
Oscillospiraceae_unclassified	week	1	-7.08718630936555	0.745561518112033	153	39	1.85020452608114e-16	6.27505985746955e-15
Bifidobacterium	week	4	-9.5426471430225	1.00852244479244	153	98	2.34061768221006e-16	7.8828075227438e-15
Oscillibacter	week	1	-5.97258896311535	0.639866416138762	153	35	4.8034790340892e-16	1.6064968769565e-14
Schaalia	week	2	-3.13399050098313	0.337627664590221	153	18	6.40304390281664e-16	2.08358509702466e-14
Schaalia	week	3	-3.13399050098313	0.337627664590221	153	18	6.40304389849816e-16	2.08358509702466e-14
Schaalia	week	5	-3.13399050098313	0.337627664590221	153	18	6.40304389776748e-16	2.08358509702466e-14
Schaalia	week	6	-3.13399050098313	0.337627664590221	153	18	6.40304389973035e-16	2.08358509702466e-14
Schaalia	week	4	-3.13661476269453	0.341866082781367	153	18	1.12619997422121e-15	3.6401201851338e-14
Blautia	week	5	-8.61092973593564	0.944220347738823	153	91	1.59570163807663e-15	5.12326605931803e-14
Anaerostipes	week	2	-5.96257301900601	0.659168121356003	153	45	2.41705127904858e-15	7.70895295357479e-14
Gemmiger	week	2	-6.90073206584317	0.763594897249621	153	35	2.50620087407217e-15	7.94069961153393e-14
Anaerotruncus	week	6	-5.71910334687836	0.634036040257667	153	25	2.76580176560807e-15	8.7059485641624e-14
Faecalicatena	week	1	-5.20437878756427	0.579729520206448	153	23	3.48521571063225e-15	1.08992200405227e-13
Roseburia	week	2	-6.5575247098019	0.733621144109435	153	33	4.31590605398758e-15	1.34099377780672e-13
Anaerotruncus	week	5	-5.63781331144049	0.634036040257667	153	25	5.61344697766597e-15	1.73297183618201e-13
Coprococcus	week	3	-6.19165512543484	0.696891956543486	153	64	5.83707006641044e-15	1.79053053756896e-13
Coprococcus	week	5	-6.17499108715868	0.696891956543486	153	64	6.65925288087248e-15	2.02980771356214e-13
Anaerotruncus	week	3	-5.59740019056623	0.634036040257667	153	25	7.97497011027408e-15	2.41556327365283e-13
GGB9699	week	1	-4.83094972907932	0.554461261582593	153	17	1.49702656785449e-14	4.50604996924202e-13
Anaerotruncus	week	4	-5.59513309835768	0.642646291936307	153	25	1.54980877995183e-14	4.63594974176897e-13
Holdemania	week	3	-3.99172438346617	0.468776841486889	153	26	1.929678837863e-14	5.66666663606599e-13
Holdemania	week	5	-3.99172438346617	0.468776841486889	153	26	1.92967883786259e-14	5.66666663606599e-13
Holdemania	week	6	-3.99172438346617	0.468776841486889	153	26	1.92967883779948e-14	5.66666663606599e-13
GGB2653	week	1	-2.44736736254794	0.284045901881941	153	12	2.57721341194999e-14	7.34429573836726e-13
GGB2653	week	2	-2.44736736254794	0.284045901881941	153	12	2.57721340919921e-14	7.34429573836726e-13
GGB2653	week	3	-2.44736736254794	0.284045901881941	153	12	2.57721341048905e-14	7.34429573836726e-13
GGB2653	week	5	-2.44736736254794	0.284045901881941	153	12	2.5772134131729e-14	7.34429573836726e-13
GGB2653	week	6	-2.44736736254794	0.284045901881941	153	12	2.57721340942787e-14	7.34429573836726e-13
Holdemania	week	4	-3.98683580908577	0.474356133200174	153	26	3.63793538253921e-14	1.03060569425346e-12
GGB2653	week	4	-2.44621761420219	0.287449238997547	153	12	4.43557513512287e-14	1.24922396788022e-12
Blautia	week	3	-7.95688583689688	0.944220347738823	153	91	7.18321044177815e-14	2.01129892369788e-12
Faecalibacillus	week	3	-5.31210575795236	0.63669731719505	153	26	1.13289545790029e-13	3.1177283001416e-12
Faecalibacillus	week	5	-5.31210575795236	0.63669731719505	153	26	1.13289545779447e-13	3.1177283001416e-12
Faecalibacillus	week	6	-5.31210575795236	0.63669731719505	153	26	1.13289545778731e-13	3.1177283001416e-12
Faecalibacillus	week	4	-5.28388706347694	0.644902927851905	153	26	2.50907588906941e-13	6.8657440237263e-12
Clostridia_unclassified	week	2	-2.37628286593432	0.294943591629012	153	14	2.63404905905654e-13	7.04754459356466e-12
Clostridia_unclassified	week	3	-2.37628286593432	0.294943591629012	153	14	2.63404905905656e-13	7.04754459356466e-12
Clostridia_unclassified	week	5	-2.37628286593432	0.294943591629012	153	14	2.63404905905652e-13	7.04754459356466e-12
Clostridia_unclassified	week	6	-2.37628286593432	0.294943591629012	153	14	2.63404905905651e-13	7.04754459356466e-12
Alistipes	week	2	-7.00602696685278	0.862411462979961	153	83	3.70146941670362e-13	9.84877166345008e-12
Clostridia_unclassified	week	4	-2.38495776597614	0.298453953470785	153	14	3.81524450179066e-13	1.00957239124307e-11
Coprococcus	week	4	-5.72780773938655	0.706370260847003	153	64	4.0087728071092e-13	1.05498633000207e-11
Collinsella	week	6	-5.32548529626678	0.65732635747881	153	82	4.18395886986851e-13	1.09510575637428e-11
Simiaoa	week	2	-3.9004516585165	0.483852741917431	153	15	5.22684451478822e-13	1.33896187217077e-11
Simiaoa	week	3	-3.9004516585165	0.483852741917431	153	15	5.22684451562036e-13	1.33896187217077e-11
Simiaoa	week	5	-3.9004516585165	0.48385274191743	153	15	5.22684451738364e-13	1.33896187217077e-11
Simiaoa	week	6	-3.9004516585165	0.48385274191743	153	15	5.22684451761015e-13	1.33896187217077e-11
Schaalia	week	1	-2.70440896067965	0.337627664590221	153	18	6.80911588548625e-13	1.73506360341279e-11
Ruthenibacterium	week	6	-5.65253758191659	0.709202331401517	153	68	8.50474163239649e-13	2.15572819482218e-11
Simiaoa	week	4	-3.89175133685615	0.48981215978475	153	15	9.49697008303765e-13	2.39462868690625e-11
Faecalibacterium	week	2	-4.99422412430663	0.629985549446873	153	52	1.06402789795458e-12	2.66893664403606e-11
GGB52130	week	1	-2.14578966609578	0.276986585049155	153	12	1.49687690862173e-12	3.65937014818388e-11
GGB52130	week	2	-2.14578966609578	0.276986585049155	153	12	1.49687690855864e-12	3.65937014818388e-11
GGB52130	week	3	-2.14578966609578	0.276986585049155	153	12	1.49687690855862e-12	3.65937014818388e-11
GGB52130	week	5	-2.14578966609578	0.276986585049155	153	12	1.49687690862173e-12	3.65937014818388e-11
GGB52130	week	6	-2.14578966609578	0.276986585049155	153	12	1.49687690855864e-12	3.65937014818388e-11
Blautia	week	2	-7.3682461915097	0.944220347738823	153	91	2.06948978730771e-12	5.03366808872421e-11
Coprococcus	week	2	-5.40972121478886	0.696891956543486	153	64	2.57038315090697e-12	6.22058555515979e-11
GGB52130	week	4	-2.13907272589728	0.280283226055896	153	12	2.83526635337617e-12	6.82732137892981e-11
Ruthenibacterium	week	4	-5.53266933100079	0.718692830317452	153	68	3.60575688092216e-12	8.63946524304534e-11
Cuneatibacter	week	1	-1.94526819256019	0.252994563439092	153	12	3.7724706886307e-12	8.81952372259633e-11
Cuneatibacter	week	2	-1.94526819256019	0.252994563439092	153	12	3.7724706952966e-12	8.81952372259633e-11
Cuneatibacter	week	3	-1.94526819256019	0.252994563439092	153	12	3.7724706792275e-12	8.81952372259633e-11
Cuneatibacter	week	5	-1.94526819256019	0.252994563439092	153	12	3.77247067485836e-12	8.81952372259633e-11
Cuneatibacter	week	6	-1.94526819256019	0.252994563439092	153	12	3.77247067485915e-12	8.81952372259633e-11
Fusicatenibacter	week	4	-9.38629409758937	1.22913165685482	153	60	4.98125026963143e-12	1.15892276804565e-10
Holdemania	week	2	-3.5208383230354	0.468776841486889	153	26	5.53102273517521e-12	1.28064449483672e-10
Clostridium	week	6	-6.02873488098369	0.792469270451275	153	89	5.8512870081898e-12	1.34831570485369e-10
Cuneatibacter	week	4	-1.9427726917389	0.256011727106004	153	12	6.25510660734095e-12	1.43450444861686e-10
Actinomyces	week	2	-3.9526932025887	0.522671311517266	153	16	7.41212777832636e-12	1.66807511123457e-10
Actinomyces	week	3	-3.9526932025887	0.522671311517266	153	16	7.41212777641604e-12	1.66807511123457e-10
Actinomyces	week	5	-3.9526932025887	0.522671311517266	153	16	7.41212777599682e-12	1.66807511123457e-10
Actinomyces	week	6	-3.9526932025887	0.522671311517266	153	16	7.41212777613659e-12	1.66807511123457e-10
GGB9719	week	2	-3.19461203131379	0.423934449394511	153	17	8.54040445862099e-12	1.8867242149372e-10
GGB9719	week	3	-3.19461203131379	0.423934449394511	153	17	8.54040446130209e-12	1.8867242149372e-10
GGB9719	week	5	-3.19461203131379	0.423934449394511	153	17	8.54040445862469e-12	1.8867242149372e-10
GGB9719	week	6	-3.19461203131379	0.423934449394511	153	17	8.54040445996569e-12	1.8867242149372e-10
Actinomyces	week	4	-3.97270180415479	0.529269713065669	153	16	9.81541608367869e-12	2.15849515337884e-10
GGB9719	week	4	-3.20910686887922	0.429289336391215	153	17	1.15341795129739e-11	2.52493675156738e-10
Faecalibacillus	week	2	-4.75253621430016	0.63669731719505	153	26	1.24547789083753e-11	2.71412738564414e-10
Ruthenibacterium	week	5	-5.27221731162296	0.709202331401517	153	68	1.46305280590383e-11	3.17390194289769e-10
Clostridia_unclassified	week	1	-2.15694945237077	0.294943591629012	153	14	1.62966878574566e-11	3.51949994266866e-10
Adlercreutzia	week	1	-4.01387567341505	0.54361093661662	153	26	1.90943945600433e-11	4.10529483040932e-10
Phocaeicola	week	6	-7.93429675178287	1.08008992633903	153	96	2.31082628360161e-11	4.94619528081126e-10
Collinsella	week	5	-4.82047318873903	0.65732635747881	153	82	2.47077968792129e-11	5.26516591903936e-10
Fusicatenibacter	week	6	-8.89190973568715	1.21294848465897	153	60	2.50217971034594e-11	5.30858920045201e-10
Collinsella	week	4	-4.84966175734743	0.666286783628499	153	82	3.28013249230283e-11	6.92856056268879e-10
GGB3005	week	2	-1.89848625874467	0.264897679906674	153	11	3.59690904472121e-11	7.46668705145581e-10
GGB3005	week	3	-1.89848625874467	0.264897679906674	153	11	3.59690904472124e-11	7.46668705145581e-10
GGB3005	week	5	-1.89848625874467	0.264897679906674	153	11	3.5969090446123e-11	7.46668705145581e-10
GGB3005	week	6	-1.89848625874467	0.264897679906674	153	11	3.59690904459108e-11	7.46668705145581e-10
GGB3005	week	4	-1.90671900810635	0.268050441091898	153	11	4.79905461169222e-11	9.91941931755782e-10
Collinsella	week	3	-4.69895367615776	0.65732635747881	153	82	6.45389030001966e-11	1.32828784978182e-09
Akkermansia	week	3	-4.4796724474852	0.628120320536087	153	23	7.01634505298576e-11	1.42576868249702e-09
Akkermansia	week	5	-4.4796724474852	0.628120320536088	153	23	7.01634505221885e-11	1.42576868249702e-09
Akkermansia	week	6	-4.4796724474852	0.628120320536088	153	23	7.01634505163096e-11	1.42576868249702e-09
Simiaoa	week	1	-3.43874463255242	0.48385274191743	153	15	8.02328422475247e-11	1.62353516077344e-09
Zhenpiania	week	2	-2.6514013873216	0.373455316559057	153	11	8.27716273826066e-11	1.64722379121749e-09
Zhenpiania	week	3	-2.6514013873216	0.373455316559057	153	11	8.27716271881439e-11	1.64722379121749e-09
Zhenpiania	week	5	-2.6514013873216	0.373455316559057	153	11	8.27716272925647e-11	1.64722379121749e-09
Zhenpiania	week	6	-2.6514013873216	0.373455316559057	153	11	8.27716272084025e-11	1.64722379121749e-09
GGB3005	week	1	-1.85303171329013	0.264897679906674	153	11	9.02536412219185e-11	1.78873060133646e-09
Phocaeicola	week	4	-7.71653303784722	1.09449295231436	153	96	1.0633404543255e-10	2.09879001148835e-09
Akkermansia	week	4	-4.47659177856293	0.636205167826647	153	23	1.13484725996649e-10	2.23078547101983e-09
Zhenpiania	week	4	-2.65727761758083	0.377918914418976	153	11	1.1527677207048e-10	2.25680054590013e-09
GGB3109	week	5	-2.62466740261748	0.37476845527213	153	13	1.35933435462672e-10	2.63973961774147e-09
GGB3109	week	6	-2.62466740261748	0.37476845527213	153	13	1.35933435465093e-10	2.63973961774147e-09
Brotolimicola	week	3	-2.7647651614871	0.395014986983297	153	18	1.38764332761046e-10	2.66250608222254e-09
Brotolimicola	week	5	-2.7647651614871	0.395014986983296	153	18	1.38764332772518e-10	2.66250608222254e-09
Brotolimicola	week	6	-2.7647651614871	0.395014986983296	153	18	1.38764332773641e-10	2.66250608222254e-09
Zhenpiania	week	1	-2.60594684186705	0.373455316559057	153	11	1.54713083258959e-10	2.95673892450454e-09
